gene_1,gene_2,a1,a2,a3,a4,a5,a6
Potri.008G089200,Potri.010G165700,1,1,0.7995,1,popSegDup_0,0.1474
Potri.008G089700,Potri.010G165700,1,1,0.80427,1,popSegDup_0,0.13496
Potri.008G090100,Potri.010G165100,1,0,0.87153,1,popSegDup_0,0.20273
Potri.008G090400,Potri.010G165300,1,0,0.79099,1,popSegDup_0,0.08747
Potri.008G090600,Potri.010G164700,1,0,0.84868,1,popSegDup_0,0.0599
Potri.008G090700,Potri.010G164600,1,0,0.88326,1,popSegDup_0,0.02041
Potri.008G091000,Potri.010G164300,1,0,0.94553,1,popSegDup_0,0.12891
Potri.008G091200,Potri.010G164100,1,0,0.70444,1,popSegDup_0,0.06513
Potri.008G091500,Potri.010G163400,1,0,0.85616,1,popSegDup_0,0.07421
Potri.008G091600,Potri.010G163300,1,0,0.66119,1,popSegDup_0,0.12181
Potri.008G091700,Potri.010G163200,1,0,0.86795,1,popSegDup_0,0.12745
Potri.008G091900,Potri.010G163000,1,0,0.71923,1,popSegDup_0,0.10118
Potri.008G092000,Potri.010G162800,1,0,0.9697,1,popSegDup_0,0.06677
Potri.008G092100,Potri.010G162700,1,0,0.65748,1,popSegDup_0,0.11647
Potri.008G092300,Potri.010G162600,1,0,0.8809,1,popSegDup_0,0.05268
Potri.008G092400,Potri.010G162500,1,0,0.9123,1,popSegDup_0,0.03752
Potri.008G092500,Potri.010G162400,1,0,0.76581,1,popSegDup_0,0.11681
Potri.008G092800,Potri.010G162000,1,0,0.71655,1,popSegDup_0,0.08698
Potri.008G093100,Potri.010G161500,1,0,0.93814,1,popSegDup_0,0.06973
Potri.008G093200,Potri.010G161200,1,0,0.71479,1,popSegDup_0,0.14813
Potri.008G093400,Potri.010G160700,1,0,0.93263,1,popSegDup_0,0.08912
Potri.008G093800,NaN,1,0,0.67973,1,popSegDup_0,0.05268
Potri.008G094000,Potri.010G160100,1,0,0.79575,1,popSegDup_0,0.10565
Potri.008G094200,Potri.010G159900,1,0,0.7528,1,popSegDup_0,0.03775
Potri.008G094300,Potri.010G159800,1,0,0.95181,1,popSegDup_0,0.07446
Potri.008G094500,Potri.010G159600,1,0,0.7717,1,popSegDup_0,0.04304
Potri.008G094600,Potri.010G159500,1,0,0.81558,1,popSegDup_0,0.05977
Potri.008G094800,Potri.010G159400,1,0,0.60109,1,popSegDup_0,0.02913
Potri.008G095000,Potri.010G159300,1,0,0.94128,1,popSegDup_0,0.11157
Potri.008G095100,Potri.010G159200,1,0,0.72348,1,popSegDup_0,*
Potri.008G095300,Potri.010G158900,1,0,0.63357,1,popSegDup_0,0.07911
Potri.008G095900,Potri.010G158500,1,0,0.88852,1,popSegDup_0,0.08017
Potri.008G096000,Potri.010G158400,1,0,0.88948,1,popSegDup_0,0.0861
Potri.008G096200,Potri.010G158100,1,0,0.86758,1,popSegDup_0,0.055
Potri.008G096700,Potri.010G157800,1,0,0.70129,1,popSegDup_0,0.07828
Potri.008G097100,Potri.010G157500,1,0,0.95208,1,popSegDup_0,0.20887
Potri.008G097200,Potri.010G157200,1,0,0.76853,1,popSegDup_0,0.05133
Potri.008G097500,Potri.010G157000,1,0,0.71588,1,popSegDup_0,0.02565
Potri.008G097600,Potri.010G156700,1,0,0.94841,1,popSegDup_0,0.0544
Potri.008G097800,NaN,1,0,0.73545,1,popSegDup_0,0.09787
Potri.008G098600,Potri.010G154000,1,0,0.82236,1,popSegDup_0,0.13979
Potri.008G098700,Potri.010G153900,1,0,0.81862,1,popSegDup_0,0.06258
Potri.008G099000,Potri.010G153600,1,0,0.63358,1,popSegDup_0,0.638
Potri.008G099300,Potri.010G153500,1,0,0.95199,1,popSegDup_0,0.06531
Potri.008G099400,Potri.010G153400,1,0,0.93927,1,popSegDup_0,0.04169
Potri.008G099800,Potri.010G152900,1,0,0.89884,1,popSegDup_0,0.15398
Potri.008G100000,Potri.010G152600,1,0,0.99735,1,popSegDup_0,0
Potri.008G100200,Potri.010G152300,1,0,0.74229,1,popSegDup_0,0.11084
Potri.008G100400,Potri.010G152100,1,0,0.76842,1,popSegDup_0,*
Potri.008G100500,Potri.010G152000,1,0,0.85657,1,popSegDup_0,0.06531
Potri.008G100700,Potri.010G151500,1,0,0.80982,1,popSegDup_0,0.10263
Potri.008G100800,Potri.010G151400,1,0,0.84976,1,popSegDup_0,0.0633
Potri.008G101000,Potri.010G150400,1,0,0.89589,1,popSegDup_0,0.11298
Potri.008G101100,Potri.010G150300,1,0,0.87156,1,popSegDup_0,0.10473
Potri.008G101300,Potri.010G150000,1,0,0.87268,1,popSegDup_0,0.05027
Potri.008G101400,Potri.010G149900,1,0,0.79056,1,popSegDup_0,0.05889
Potri.008G102200,NaN,1,0,0.94538,1,popSegDup_0,0.06908
Potri.008G102300,Potri.010G148500,1,0,0.78929,1,popSegDup_0,0.13722
Potri.008G102700,Potri.010G148200,1,0,0.60166,1,popSegDup_0,0.10034
Potri.008G102800,Potri.010G148100,1,0,0.94691,1,popSegDup_0,0.10993
Potri.008G103000,Potri.010G148000,1,0,0.83235,1,popSegDup_0,0.04169
Potri.008G103300,Potri.010G147700,1,0,0.69398,1,popSegDup_0,0.10034
Potri.008G103500,Potri.010G147400,1,0,0.76774,1,popSegDup_0,0.06007
Potri.008G103900,Potri.010G146900,1,0,0.76724,1,popSegDup_0,0.02381
Potri.008G104300,Potri.010G146700,1,0,0.88331,1,popSegDup_0,0.13483
Potri.008G104400,Potri.010G146500,1,0,0.67201,1,popSegDup_0,0.07286
Potri.008G104500,Potri.010G146400,1,0,0.92182,1,popSegDup_0,0.06956
Potri.008G105100,Potri.010G146000,1,0,0.74217,1,popSegDup_0,0.06219
Potri.008G105200,Potri.010G145900,1,0,0.89821,1,popSegDup_0,0.09246
Potri.008G105300,Potri.010G145800,1,0,0.92344,1,popSegDup_0,0.04372
Potri.008G105500,Potri.010G145600,1,0,0.85634,1,popSegDup_0,0.05338
Potri.008G105800,Potri.010G144500,1,0,0.94908,1,popSegDup_0,0.05889
Potri.008G106300,Potri.010G143900,1,0,0.87809,1,popSegDup_0,0.04709
Potri.008G106700,Potri.010G142900,1,0,0.76846,1,popSegDup_0,*
Potri.008G106900,Potri.010G142500,1,0,0.74689,1,popSegDup_0,*
Potri.008G107200,Potri.010G142300,1,0,0.87805,1,popSegDup_0,0.07155
Potri.008G107300,Potri.010G142200,1,0,0.875,1,popSegDup_0,0.078
Potri.008G107600,Potri.010G142100,1,0,0.89141,1,popSegDup_0,0.07305
Potri.008G107800,Potri.010G141900,1,0,0.98254,1,popSegDup_0,0.10913
Potri.008G108100,Potri.010G141400,1,0,0.70559,1,popSegDup_0,0.11436
NaN,Potri.010G141300,1,0,0.69565,1,popSegDup_0,*
Potri.008G108600,Potri.010G140900,1,0,0.79143,1,popSegDup_0,0.08126
Potri.008G108900,Potri.010G140400,1,0,0.75089,1,popSegDup_0,0.08847
Potri.008G109000,Potri.010G140200,1,0,0.84254,1,popSegDup_0,0.03335
Potri.008G109100,Potri.010G139100,1,0,0.65871,1,popSegDup_0,0.03253
Potri.008G109200,Potri.010G138600,1,0,0.93797,1,popSegDup_0,0.13118
Potri.002G000300,Potri.005G260400,1,0,0.88955,1,popSegDup_1,0.06148
Potri.002G000500,Potri.005G260300,1,0,0.901,1,popSegDup_1,0.08814
Potri.002G001100,Potri.005G260000,1,0,0.77374,1,popSegDup_1,0.06677
Potri.002G001400,Potri.005G259900,1,0,0.76961,1,popSegDup_1,0.0733
Potri.002G002000,Potri.005G259300,1,0,0.84008,1,popSegDup_1,0.08082
Potri.002G002100,Potri.005G259100,1,0,0.68265,1,popSegDup_1,0.10853
Potri.002G002200,Potri.005G259000,1,0,0.93788,1,popSegDup_1,0.07708
Potri.002G002400,Potri.005G258700,1,0,0.79486,1,popSegDup_1,*
Potri.002G002900,Potri.005G258300,1,0,0.87237,1,popSegDup_1,0.02501
Potri.002G003000,Potri.005G258000,1,0,0.74028,1,popSegDup_1,0.07421
Potri.002G003100,Potri.005G257800,1,0,0.91085,1,popSegDup_1,0.14213
Potri.002G003400,Potri.005G257500,1,0,0.90356,1,popSegDup_1,0.10853
Potri.002G003600,Potri.005G257400,1,0,0.69464,1,popSegDup_1,0.06206
Potri.002G003800,Potri.005G257200,1,0,0.65672,1,popSegDup_1,0.14667
Potri.002G004000,Potri.005G257000,1,0,0.85925,1,popSegDup_1,0.07943
Potri.002G004600,Potri.005G256700,1,0,0.8532,1,popSegDup_1,0.05268
NaN,Potri.005G256300,1,0,0.62909,1,popSegDup_1,*
Potri.002G005500,Potri.005G256100,1,0,0.81069,1,popSegDup_1,0.12275
Potri.002G005700,Potri.005G256000,1,0,0.84585,1,popSegDup_1,0.11898
Potri.002G005800,Potri.005G255900,1,0,0.79132,1,popSegDup_1,0.16189
Potri.002G006100,Potri.005G255500,1,0,0.77872,1,popSegDup_1,0.07788
Potri.002G006200,Potri.005G255400,1,0,0.93667,1,popSegDup_1,0.05864
Potri.002G006400,Potri.005G255200,1,0,0.66749,1,popSegDup_1,0.07859
Potri.002G006600,Potri.005G255000,1,0,0.89375,1,popSegDup_1,0.11819
Potri.002G006900,Potri.005G254400,1,0,0.81443,1,popSegDup_1,0.06677
Potri.002G007100,Potri.005G2541002,1,0,0.85758,1,popSegDup_1,0.08143
Potri.002G007400,Potri.005G253800,1,0,0.80274,1,popSegDup_1,0.08089
Potri.002G007500,Potri.005G253700,1,0,0.81266,1,popSegDup_1,0.13264
Potri.002G007700,Potri.005G253500,1,0,0.92834,1,popSegDup_1,0.14026
Potri.002G007800,Potri.005G253400,1,0,0.90374,1,popSegDup_1,0.10131
Potri.002G008600,Potri.005G253000,1,0,0.60954,1,popSegDup_1,0.12196
Potri.002G008800,Potri.005G252800,1,0,0.87991,1,popSegDup_1,0.14045
Potri.002G009000,Potri.005G2526001,1,0,0.67937,1,popSegDup_1,0.13979
Potri.002G009100,Potri.005G252200,1,0,0.68642,1,popSegDup_1,0.06068
Potri.002G009400,Potri.005G251900,1,0,0.71016,1,popSegDup_1,0.15589
Potri.002G009600,Potri.005G251800,1,0,0.91549,1,popSegDup_1,0.09679
Potri.002G009800,Potri.005G251600,1,0,0.95174,1,popSegDup_1,0.07212
Potri.002G010000,Potri.005G251400,1,0,0.79344,1,popSegDup_1,0.14226
Potri.002G010100,Potri.005G251300,1,0,0.85917,1,popSegDup_1,0.05721
Potri.002G010200,Potri.005G251100,1,0,0.97426,1,popSegDup_1,0.09787
Potri.002G010300,Potri.005G250900,1,0,0.95519,1,popSegDup_1,0.07155
Potri.002G010400,Potri.005G250800,1,0,0.79286,1,popSegDup_1,0.0733
Potri.002G010600,Potri.005G250700,1,0,0.74109,1,popSegDup_1,0.06579
Potri.002G010700,Potri.005G250500,1,0,0.76609,1,popSegDup_1,0.09923
Potri.002G010800,Potri.005G250300,1,0,0.86195,1,popSegDup_1,0.03001
Potri.002G010900,Potri.005G250200,1,0,0.83121,1,popSegDup_1,0.14078
Potri.002G011000,Potri.005G250000,1,0,0.76479,1,popSegDup_1,0.11157
Potri.002G011100,Potri.005G249900,1,0,0.84272,1,popSegDup_1,0.07271
NaN,Potri.005G249800,1,0,0.61898,1,popSegDup_1,0.11819
Potri.002G011300,Potri.005G249700,1,0,0.8764,1,popSegDup_1,0.09739
Potri.002G011400,Potri.005G249600,1,0,0.77233,1,popSegDup_1,0.20887
Potri.002G011600,Potri.005G249500,1,0,0.81403,1,popSegDup_1,0.05666
Potri.002G011700,Potri.005G249400,1,0,0.75474,1,popSegDup_1,0.06968
Potri.002G011800,Potri.005G249300,1,0,0.86343,1,popSegDup_1,0.09257
Potri.002G012000,Potri.005G249200,1,0,0.87613,1,popSegDup_1,0.11466
Potri.002G012500,Potri.005G248900,1,0,0.854,1,popSegDup_1,0.13515
NaN,Potri.005G248600,1,0,0.63107,1,popSegDup_1,0.13722
Potri.002G013500,Potri.005G247900,1,0,0.67589,1,popSegDup_1,0.07043
Potri.002G013700,Potri.005G247700,1,0,0.94278,1,popSegDup_1,0.10097
Potri.002G013900,Potri.005G247400,1,0,0.90891,1,popSegDup_1,0.11223
Potri.002G014100,Potri.005G247100,1,0,0.80243,1,popSegDup_1,0.13722
Potri.002G014400,Potri.005G247000,1,0,0.76753,1,popSegDup_1,0.12445
Potri.002G014700,Potri.005G246800,1,0,0.67635,1,popSegDup_1,0.07911
Potri.002G015400,Potri.005G246500,1,0,0.69789,1,popSegDup_1,0.13849
Potri.002G015800,Potri.005G246300,1,0,0.76443,1,popSegDup_1,0.16334
Potri.002G015900,Potri.005G246200,1,0,0.7489,1,popSegDup_1,0.08718
Potri.002G016000,Potri.005G246100,1,0,0.85928,1,popSegDup_1,0.0328
Potri.002G016100,Potri.005G246000,1,0,0.72146,1,popSegDup_1,0.09967
Potri.002G016200,Potri.005G245900,1,0,0.80372,1,popSegDup_1,0.09116
Potri.002G016300,Potri.005G245800,1,0,0.96199,1,popSegDup_1,0.14112
Potri.002G016500,Potri.005G245600,1,0,0.70922,1,popSegDup_1,0.10953
Potri.002G016700,Potri.005G245300,1,0,0.71547,1,popSegDup_1,0.05666
Potri.002G016900,Potri.005G245100,1,0,0.81204,1,popSegDup_1,0.10622
Potri.002G017000,Potri.005G245000,1,0,0.78464,1,popSegDup_1,0.09645
Potri.002G017200,Potri.005G244700,1,0,0.61824,1,popSegDup_1,0.06767
Potri.002G017400,Potri.005G244500,1,0,0.70994,1,popSegDup_1,0.11413
Potri.002G017900,Potri.005G244100,1,0,0.94707,1,popSegDup_1,0.0349
Potri.002G018100,NaN,1,0,0.64651,1,popSegDup_1,0.09787
Potri.002G018200,Potri.005G243800,1,0,0.80512,1,popSegDup_1,0.13643
Potri.002G018600,Potri.005G243000,1,0,0.7596,1,popSegDup_1,0.12684
Potri.002G018700,Potri.005G243100,1,0,0.87385,1,popSegDup_1,0.09708
Potri.002G018800,Potri.005G242800,1,0,0.76277,1,popSegDup_1,0.16824
Potri.002G018900,Potri.005G242700,1,0,0.72557,1,popSegDup_1,0.11092
Potri.002G019200,Potri.005G242400,1,0,0.61779,1,popSegDup_1,0.19766
Potri.002G019400,Potri.005G242100,1,0,0.90097,1,popSegDup_1,0.06068
Potri.002G019500,Potri.005G242000,1,0,0.92195,1,popSegDup_1,0.03031
Potri.002G019700,Potri.005G241800,1,0,0.62692,1,popSegDup_1,0.07155
Potri.002G019800,Potri.005G241700,1,0,0.84959,1,popSegDup_1,0.07421
Potri.002G019900,Potri.005G241500,1,0,0.8616,1,popSegDup_1,0.13652
Potri.002G020000,Potri.005G241400,1,0,0.74317,1,popSegDup_1,0.07036
Potri.002G020800,Potri.005G240700,1,0,0.72829,1,popSegDup_1,0.12566
Potri.002G021400,Potri.005G240300,1,0,0.71092,1,popSegDup_1,0.02632
Potri.002G021500,Potri.005G240200,1,0,0.94382,1,popSegDup_1,0.14863
Potri.002G021600,Potri.005G240100,1,0,0.78067,1,popSegDup_1,0.07828
Potri.002G021700,Potri.005G240000,1,0,0.88665,1,popSegDup_1,0.06181
Potri.002G021800,Potri.005G239900,1,0,0.91501,1,popSegDup_1,0.07708
Potri.002G022200,Potri.005G239500,1,0,0.76309,1,popSegDup_1,0.10205
Potri.002G022300,Potri.T155200.1,1,0,0.92143,1,popSegDup_1,0.05338
Potri.002G022800,Potri.005G238800,1,0,0.60782,1,popSegDup_1,0.11326
Potri.002G022900,NaN,1,0,0.98621,1,popSegDup_1,0.03848
Potri.002G023000,Potri.005G238500,1,0,0.73381,1,popSegDup_1,0.18386
Potri.002G023200,Potri.005G238300,1,0,0.85526,1,popSegDup_1,0.0921
Potri.002G023300,Potri.005G238200,1,0,0.76973,1,popSegDup_1,0.09553
Potri.002G023500,Potri.005G237900,1,0,0.73964,1,popSegDup_1,0.05004
Potri.002G023600,Potri.005G237800,1,0,0.71468,1,popSegDup_1,0.12566
Potri.002G023900,Potri.005G237700,1,0,0.81302,1,popSegDup_1,0.08126
Potri.002G024000,Potri.005G237600,1,0,0.9403,1,popSegDup_1,0.04415
Potri.002G024200,Potri.005G237300,1,0,0.915,1,popSegDup_1,0.14156
Potri.002G024400,Potri.005G237100,1,0,0.80888,1,popSegDup_1,0.09708
Potri.002G024500,Potri.005G237000,1,0,0.9172,1,popSegDup_1,0.05889
Potri.002G024600,Potri.005G236800,1,0,0.8476,1,popSegDup_1,0.12566
Potri.002G024700,Potri.005G236700,1,0,0.84568,1,popSegDup_1,0.10317
Potri.002G024800,Potri.005G236600,1,0,0.94387,1,popSegDup_1,0.05889
Potri.002G025000,Potri.005G236400,1,0,0.70009,1,popSegDup_1,0.06491
Potri.002G025200,Potri.005G236200,1,0,0.73266,1,popSegDup_1,0.05237
Potri.002G026600,Potri.005G236000,1,0,0.84881,1,popSegDup_1,0.07467
Potri.002G026700,Potri.005G235900,1,0,0.85654,1,popSegDup_1,0.11157
Potri.002G026800,Potri.005G233900,1,1,0.96751,1,popSegDup_1,0.82646
Potri.002G026800,Potri.005G235700,1,1,1,1,popSegDup_1,0.11681
Potri.002G027000,Potri.005G235600,1,0,0.74463,1,popSegDup_1,0.18166
Potri.002G027100,Potri.005G235400,1,0,0.73271,1,popSegDup_1,0.08017
Potri.002G027200,Potri.005G235300,1,0,0.99688,1,popSegDup_1,0.07477
Potri.002G027300,Potri.005G235200,1,0,0.82588,1,popSegDup_1,0.10317
Potri.002G027400,Potri.005G235100,1,0,0.80301,1,popSegDup_1,0.10074
Potri.002G027900,Potri.005G234900,1,0,0.93908,1,popSegDup_1,0.06908
Potri.002G028200,Potri.005G234500,1,0,0.82462,1,popSegDup_1,0.05485
Potri.002G028300,Potri.005G234300,1,0,0.65738,1,popSegDup_1,0.06727
Potri.002G028500,Potri.005G234200,1,0,0.60629,1,popSegDup_1,0.05268
Potri.002G028600,Potri.005G234100,1,0,0.91886,1,popSegDup_1,0.07837
Potri.002G028700,Potri.005G234000,1,0,0.83787,1,popSegDup_1,0.16635
Potri.002G028800,Potri.005G235700,1,1,0.96751,1,popSegDup_1,0.6426
Potri.002G028800,Potri.005G233900,1,1,0.99636,1,popSegDup_1,0.09116
Potri.002G028900,Potri.005G233800,1,0,0.89247,1,popSegDup_1,0.12797
Potri.002G029100,Potri.005G233600,1,0,0.92209,1,popSegDup_1,0.10876
Potri.002G029200,Potri.005G233500,1,0,0.80469,1,popSegDup_1,0.10599
Potri.002G029300,Potri.005G233400,1,0,0.82209,1,popSegDup_1,0.13882
Potri.002G029400,Potri.005G233300,1,0,0.73981,1,popSegDup_1,0.10953
Potri.002G029700,Potri.005G233000,1,0,0.87696,1,popSegDup_1,0.28904
Potri.002G029900,Potri.005G232800,1,0,0.65128,1,popSegDup_1,0.12343
Potri.002G030000,Potri.005G232700,1,0,0.86325,1,popSegDup_1,0.40547
Potri.002G030400,NaN,1,0,0.71689,1,popSegDup_1,0.08071
Potri.002G030500,Potri.005G232300,1,0,0.92004,1,popSegDup_1,0.08867
Potri.002G031400,Potri.005G231700,1,0,0.9867,1,popSegDup_1,0.09373
Potri.002G031600,Potri.005G231500,1,0,0.8031,1,popSegDup_1,0.06942
Potri.002G031800,Potri.005G231400,1,0,0.90018,1,popSegDup_1,0.10707
Potri.002G031900,Potri.005G231300,1,0,0.79321,1,popSegDup_1,*
Potri.002G032100,Potri.005G231100,1,0,0.92541,1,popSegDup_1,0.02273
Potri.002G032200,Potri.005G230900,1,0,0.87158,1,popSegDup_1,0.06258
Potri.002G032400,Potri.005G230800,1,0,0.73982,1,popSegDup_1,0.1474
Potri.002G032500,Potri.005G230600,1,0,0.69388,1,popSegDup_1,0.15619
Potri.002G032600,Potri.005G230500,1,0,0.79691,1,popSegDup_1,0.07259
Potri.002G032900,Potri.005G230200,1,0,0.8,1,popSegDup_1,0.02198
Potri.002G033100,Potri.005G229800,1,0,0.64081,1,popSegDup_1,0.05776
Potri.002G033400,Potri.005G229700,1,0,0.91493,1,popSegDup_1,0.08806
Potri.002G033600,Potri.005G229500,1,0,0.81178,1,popSegDup_1,0.15793
Potri.002G033900,Potri.005G229200,1,0,0.84957,1,popSegDup_1,0.11647
Potri.002G034000,Potri.005G229100,1,0,0.91425,1,popSegDup_1,0.15269
Potri.002G034100,Potri.005G229000,1,0,0.91554,1,popSegDup_1,0.05268
Potri.002G034200,Potri.005G228900,1,0,0.92786,1,popSegDup_1,0.03924
Potri.002G034300,Potri.005G228800,1,0,0.73762,1,popSegDup_1,0.03848
Potri.002G034400,Potri.005G228700,1,0,0.91956,1,popSegDup_1,0.07623
NaN,Potri.005G228600,1,0,0.60927,1,popSegDup_1,*
Potri.002G034600,Potri.005G228500,1,0,0.91551,1,popSegDup_1,0.05561
Potri.002G035000,Potri.005G228000,1,0,0.71014,1,popSegDup_1,*
Potri.002G035200,Potri.005G227900,1,0,0.78444,1,popSegDup_1,0.06956
Potri.002G035500,Potri.005G227500,1,0,0.64671,1,popSegDup_1,0.04169
Potri.002G035700,Potri.005G227300,1,0,0.98881,1,popSegDup_1,0.06258
Potri.002G035800,Potri.005G227100,1,0,0.91046,1,popSegDup_1,0.00893
Potri.002G035900,Potri.005G227000,1,0,0.92807,1,popSegDup_1,0.05362
Potri.002G036000,Potri.005G226900,1,0,0.95469,1,popSegDup_1,0.1072
Potri.002G036100,Potri.005G226800,1,0,0.86397,1,popSegDup_1,0.06733
Potri.002G036200,Potri.005G226700,1,0,0.90227,1,popSegDup_1,0.06848
Potri.002G036300,Potri.005G226600,1,0,0.96181,1,popSegDup_1,0.12392
Potri.002G036400,Potri.005G226400,1,0,0.75294,1,popSegDup_1,0.14596
Potri.002G036600,Potri.005G226100,1,0,0.80643,1,popSegDup_1,0.07529
Potri.002G036800,Potri.005G226000,1,0,0.91413,1,popSegDup_1,0.11617
Potri.002G037400,Potri.005G225700,1,0,0.95857,1,popSegDup_1,0.13625
Potri.002G037500,Potri.005G225600,1,0,0.77184,1,popSegDup_1,0.09116
Potri.002G037700,Potri.005G225400,1,0,0.85128,1,popSegDup_1,0.08664
Potri.002G037800,Potri.005G225200,1,0,0.70787,1,popSegDup_1,0.08238
Potri.002G037900,Potri.005G225100,1,0,0.90046,1,popSegDup_1,0.08353
Potri.002G038000,Potri.005G225000,1,0,0.78125,1,popSegDup_1,0.08063
Potri.002G038100,Potri.005G224700,1,0,0.80318,1,popSegDup_1,0.10785
Potri.002G038200,Potri.005G224600,1,0,0.83648,1,popSegDup_1,0.11961
Potri.002G038300,Potri.005G224500,1,0,0.86759,1,popSegDup_1,0.04922
Potri.002G038400,Potri.005G224200,1,0,0.74564,1,popSegDup_1,0.12566
Potri.002G038500,Potri.005G224100,1,0,0.81675,1,popSegDup_1,0.08531
Potri.002G038800,Potri.005G223800,1,0,0.9026,1,popSegDup_1,0.21766
Potri.002G038900,Potri.005G223500,1,0,0.83184,1,popSegDup_1,0.34362
Potri.002G039000,Potri.005G223300,1,0,0.622,1,popSegDup_1,0.14093
Potri.002G039500,Potri.005G223000,1,0,0.63071,1,popSegDup_1,0.23979
Potri.002G039900,Potri.005G222800,1,0,0.88716,1,popSegDup_1,0.08531
Potri.002G040100,Potri.005G222700,1,0,0.62154,1,popSegDup_1,0.27981
Potri.002G040700,Potri.005G222300,1,0,0.71518,1,popSegDup_1,0.34073
Potri.002G041400,Potri.005G221700,1,0,0.8679,1,popSegDup_1,0.08557
Potri.002G041500,Potri.005G221600,1,0,0.95968,1,popSegDup_1,*
Potri.002G041700,Potri.005G221400,1,0,0.6165,1,popSegDup_1,0.20273
Potri.002G041900,Potri.005G221300,1,0,0.80444,1,popSegDup_1,0.07514
NaN,NaN,1,0,0.805,1,popSegDup_1,0.04169
Potri.002G042000,Potri.005G221100,1,0,0.84435,1,popSegDup_1,0.08642
Potri.002G042100,Potri.005G220700,1,0,0.83178,1,popSegDup_1,0.11984
Potri.002G042600,Potri.005G220500,1,0,0.93688,1,popSegDup_1,0.07461
Potri.002G042700,Potri.005G220400,1,0,0.87046,1,popSegDup_1,0.09448
Potri.002G043000,Potri.005G220000,1,0,0.73065,1,popSegDup_1,0.05832
Potri.002G043200,Potri.005G219700,1,0,0.99678,1,popSegDup_1,0.14045
Potri.002G043300,Potri.005G219600,1,0,0.68579,1,popSegDup_1,0.16824
Potri.002G043500,Potri.005G219500,1,0,0.85813,1,popSegDup_1,0.10853
Potri.002G044000,Potri.005G219100,1,0,0.68657,1,popSegDup_1,0.22599
Potri.002G044100,Potri.005G219000,1,0,0.76915,1,popSegDup_1,0.02778
Potri.002G044300,Potri.005G218800,1,0,0.80075,1,popSegDup_1,0.08353
Potri.002G044600,Potri.005G218600,1,0,0.61964,1,popSegDup_1,0.07083
Potri.002G044700,Potri.005G218500,1,0,0.69537,1,popSegDup_1,0.13264
Potri.002G044800,Potri.005G218400,1,0,0.78886,1,popSegDup_1,0.16104
Potri.002G044900,Potri.005G218300,1,0,0.90467,1,popSegDup_1,0.14384
Potri.002G045100,Potri.005G218100,1,0,0.82609,1,popSegDup_1,0.12797
Potri.002G045200,Potri.005G218000,1,0,0.95318,1,popSegDup_1,0.15398
Potri.002G045400,Potri.005G217800,1,0,0.84228,1,popSegDup_1,0.12815
Potri.002G045700,Potri.005G217700,1,0,0.90143,1,popSegDup_1,0.09765
Potri.002G045900,Potri.005G217400,1,0,0.79916,1,popSegDup_1,0.05977
Potri.002G046000,Potri.005G217300,1,0,0.78886,1,popSegDup_1,0.0146
Potri.002G046100,Potri.005G217000,1,0,0.61848,1,popSegDup_1,0.05411
Potri.002G046300,Potri.005G216900,1,0,0.86733,1,popSegDup_1,0.18888
NaN,Potri.005G216600,1,0,0.90288,1,popSegDup_1,0.13413
Potri.002G046800,Potri.005G216200,1,0,0.78554,1,popSegDup_1,0.03031
Potri.002G046900,Potri.005G216100,1,0,0.65236,1,popSegDup_1,*
Potri.002G047000,Potri.005G216000,1,0,0.81913,1,popSegDup_1,0.07817
Potri.002G047100,Potri.005G215900,1,0,0.89845,1,popSegDup_1,0.11631
Potri.002G047200,Potri.005G215800,1,0,0.62227,1,popSegDup_1,0.08593
Potri.002G047300,Potri.005G215700,1,0,0.71521,1,popSegDup_1,*
Potri.002G047500,Potri.005G215600,1,0,0.85603,1,popSegDup_1,0.11279
Potri.002G047700,Potri.005G215400,1,0,0.68006,1,popSegDup_1,0.08982
Potri.002G048000,Potri.005G215100,1,0,0.82657,1,popSegDup_1,0.05268
Potri.002G048200,Potri.005G214800,1,0,0.69758,1,popSegDup_1,0.08847
Potri.002G048300,Potri.005G214400,1,0,0.8363,1,popSegDup_1,0.09229
Potri.002G048500,Potri.005G214300,1,0,0.66926,1,popSegDup_1,0.12861
Potri.002G049000,Potri.005G214000,1,0,0.84898,1,popSegDup_1,0.10034
Potri.002G049200,Potri.005G213800,1,0,0.74662,1,popSegDup_1,0.0504
Potri.002G049500,Potri.005G213500,1,0,0.9054,1,popSegDup_1,0.10679
Potri.002G049600,Potri.005G213400,1,0,0.81247,1,popSegDup_1,0.03931
Potri.002G049700,Potri.005G213200,1,0,0.70384,1,popSegDup_1,0.02198
Potri.002G049800,Potri.005G213100,1,0,0.81882,1,popSegDup_1,0.08557
Potri.002G0499000,Potri.005G212800,1,0,0.9617,1,popSegDup_1,0.13036
Potri.002G050000,Potri.005G212700,1,0,0.88432,1,popSegDup_1,0.09041
Potri.002G050200,Potri.005G212000,1,0,0.69367,1,popSegDup_1,0.12566
Potri.002G050300,Potri.005G211900,1,0,0.73404,1,popSegDup_1,0.05889
Potri.002G050800,Potri.005G211500,1,0,0.76285,1,popSegDup_1,0.08795
Potri.002G050900,Potri.005G211400,1,0,0.67778,1,popSegDup_1,0.13882
Potri.002G051200,Potri.005G211300,1,0,0.6926,1,popSegDup_1,0.06677
Potri.002G051300,Potri.005G211200,1,0,0.99683,1,popSegDup_1,0.08353
